name_beer,abv,name_brewery,city,country,latitude,longitude,descript,cat_name,style_name
Hoppy Hour IPA,6.543030303030303,Mash House Restaurant and Brewery,Fayetteville,United States,35.0707,-78.9545,,North American Ale,American-Style India Pale Ale
Four Alarm Alt,4.8,Pumphouse Brewery & Restaurant,Longmont,United States,40.1688,-105.102,,North American Ale,American-Style Brown Ale
IPA,6.543030303030303,Schooner's Grille & Brewery,Antioch,United States,37.9669,-121.78299999999999,,North American Ale,American-Style India Pale Ale
Thunderhead Amber Ale,6.0,Sequoia Brewing Conoabt,Fresno,United States,36.7582,-119.802,,North American Ale,American-Style Amber/Red Ale
Impale Ale,5.529090909090908,Silverado Brewing,Saint Helena,United States,38.5243,-122.49700000000001,,North American Ale,American-Style Pale Ale
Old Town IPA,6.543030303030303,Tustin Brewing,Tustin,United States,33.7496,-117.81200000000001,,North American Ale,American-Style India Pale Ale
Pale,5.529090909090908,Left Coast Brewing,San Clemente,United States,33.4577,-117.589,,North American Ale,American-Style Pale Ale
Superhop Ale,5.6,Barley Creek Brewing,Tannersville,United States,41.0523,-75.3354,,North American Ale,American-Style Pale Ale
5 Czars Imperial Stout,6.356694915254237,McKenzie Brew House,Glen Mills,United States,39.8658,-75.5442,,North American Ale,American-Style Stout
Tannhauser,5.529090909090908,Augusta Brewing,Augusta,United States,38.5702,-90.8802,,North American Ale,American-Style Pale Ale
Billings IPA,6.543030303030303,Montana Brewing,Billings,United States,45.7822,-108.506,,North American Ale,American-Style India Pale Ale
Redwing,4.73,Denver ChopHouse and Brewery,Denver,United States,39.7553,-104.99700000000001,,North American Ale,American-Style Amber/Red Ale
Pale Ale,5.5,Denver ChopHouse and Brewery,Denver,United States,39.7553,-104.99700000000001,,North American Ale,American-Style Pale Ale
Oatmeal Stout,6.54,Denver ChopHouse and Brewery,Denver,United States,39.7553,-104.99700000000001,,North American Ale,American-Style Stout
Nut Brown Ale,5.2,Denver ChopHouse and Brewery,Denver,United States,39.7553,-104.99700000000001,,North American Ale,American-Style Brown Ale
Singletrack Copper Ale,5.57,Denver ChopHouse and Brewery,Denver,United States,39.7553,-104.99700000000001,,North American Ale,American-Style Pale Ale
Thunder Stout,4.95,Breckenridge Brewery,Denver,United States,39.7236,-105.001,,North American Ale,American-Style Stout
Autumn Ale,6.7,Breckenridge Brewery,Denver,United States,39.7236,-105.001,,North American Ale,American-Style Brown Ale
Mortality Stout,7.5,ReaperAle,Foothill Ranch,United States,33.6864,-117.66,,North American Ale,American-Style Stout
Big Hoppy Monster,8.75,Terrapin Beer Company,Athens,United States,33.9459,-83.4105,This mammoth imperial red ale leads with a tantalizing hop aroma that is quickly complemented by an enormous malt backbone & finished with a multitude of hoppy goodness.,North American Ale,American-Style Amber/Red Ale
Strom Bomb Stout,7.3,Bottom's Up Brewing,Pinedale,United States,42.8666,-109.866,,North American Ale,American-Style Stout
Eager Beaver IPA,6.543030303030303,Main Street Alehouse,Gresham,United States,45.5001,-122.431,,North American Ale,American-Style India Pale Ale
IPA,6.9,Cheshire Cat Brewery,Arvada,United States,39.8023,-105.084,,North American Ale,American-Style India Pale Ale
Black Cat Stout,6.15,Cheshire Cat Brewery,Arvada,United States,39.8023,-105.084,,North American Ale,American-Style Stout
Old Eight Porter,6.356694915254237,Barley John's Brewpub,New Brighton,United States,45.036,-93.1984,,North American Ale,American-Style Stout
Stockyard IPA,6.543030303030303,Barley John's Brewpub,New Brighton,United States,45.036,-93.1984,,North American Ale,American-Style India Pale Ale
Masala Mama IPA,5.9,Minneapolis Town Hall Brewery,Minneapolis,United States,44.9732,-93.2479,"Our brewers believe an American IPA should be full of American hops. Masala Mama uses three different West Coast varieties, over five hop additions. This copper-colored ale is not strictly about hops; American pale barley and several caramel malts balance the flavor for a green, toasted caramel finish. The British realized an abundance of hops will help preserve beer â€¦ we realized hops can preserve our customers.",North American Ale,American-Style India Pale Ale
Bright Spot Golden Ale,4.5,Minneapolis Town Hall Brewery,Minneapolis,United States,44.9732,-93.2479,"This American-style golden ale is our lightest, in both color and flavor. Bright Spot is brewed with locally malted 2-row barley and the finest American, Czech and German hops lending a well-balanced, refreshing taste. A compliment to nearly any of our menu choices.",North American Ale,Golden or Blonde Ale
India Pale Ale,5.529090909090908,Green Mill Brewing - Saint Paul,Saint Paul,United States,44.9398,-93.1568,,North American Ale,American-Style Pale Ale
Grand Marais Pale Ale,5.529090909090908,Green Mill Brewing - Saint Paul,Saint Paul,United States,44.9398,-93.1568,,North American Ale,American-Style Pale Ale
Light Amber Ale,5.703333333333332,O'Gara's Bar & Grill,Saint Paul,United States,44.9458,-93.167,,North American Ale,American-Style Amber/Red Ale
Czar Imperial Stout,11.9,Avery Brewing Company,Boulder,United States,40.0166,-105.219,,North American Ale,American-Style Stout
Guinness Foreign Extra,6.5,Desnoes & Geddes Ltd,Kingston,Jamaica,33.9858,-96.6515,,North American Ale,American-Style Stout
Dragonhead Stout,4.0,Orkney Brewery,Orkney,United Kingdom,59.0697,-3.3135,"Dragonhead is a legendary stout: dark, intense and fully-flavoured, it is our tribute to the Vikings and their cultural legacy in Orkney.

On the nose, this black stout has a smooth roasted malt aroma giving bitter chocolate, dark roasted coffee and Smokey notes balanced by hints of spicy Goldings hop.

On the palate, the dark roasted malts combine to give a rich, rounded palate with chocolate, toast and nut flavours, with a satisfying spicy hop finish.",North American Ale,American-Style Stout
Auburn Ale,5.0,Cameron's Brewing,Oakville,Canada,43.4745,-79.6775,,North American Ale,American-Style Amber/Red Ale
Hop Maniac IPA,6.5,On Tap Bistro & Brewery,San Diego,United States,32.7153,-117.15700000000001,,North American Ale,American-Style India Pale Ale
Steamroller Stout,6.0,On Tap Bistro & Brewery,San Diego,United States,32.7153,-117.15700000000001,,North American Ale,American-Style Stout
Patriot Pale Ale,5.2,On Tap Bistro & Brewery,San Diego,United States,32.7153,-117.15700000000001,,North American Ale,American-Style Pale Ale
Alt-Er-Ego Amber,5.0,On Tap Bistro & Brewery,San Diego,United States,32.7153,-117.15700000000001,,North American Ale,American-Style Brown Ale
Come About Imperial Stout,9.0,Ballast Point Brewing,San Diego,United States,32.7668,-117.195,,North American Ale,American-Style Imperial Stout
Nut Brown,5.565263157894736,Taylor's Restaurant and Brewery,San Diego,United States,32.7153,-117.15700000000001,,North American Ale,American-Style Brown Ale
Amber Ale,5.703333333333332,Taylor's Restaurant and Brewery,San Diego,United States,32.7153,-117.15700000000001,,North American Ale,American-Style Amber/Red Ale
Pale Ale,5.529090909090908,Taylor's Restaurant and Brewery,San Diego,United States,32.7153,-117.15700000000001,,North American Ale,American-Style Pale Ale
India Pale Ale,5.529090909090908,La Jolla Brew House,La Jolla,United States,32.8409,-117.274,,North American Ale,American-Style Pale Ale
Pale Ale,5.529090909090908,La Jolla Brew House,La Jolla,United States,32.8409,-117.274,,North American Ale,American-Style Pale Ale
Amber,5.703333333333332,La Jolla Brew House,La Jolla,United States,32.8409,-117.274,,North American Ale,American-Style Amber/Red Ale
Stout,6.356694915254237,La Jolla Brew House,La Jolla,United States,32.8409,-117.274,,North American Ale,American-Style Stout
Fire Rock Pale Ale,5.8,Kona Brewing,Kailua-Kona,United States,19.642,-155.996,,North American Ale,American-Style Pale Ale
Double Barrel Ale,5.0,Firestone Walker Brewing Company,Paso Robles,United States,35.5953,-120.694,A British Pale Ale never tasted so fresh. We challenge our good friends across the pond to match this one. Canâ€™t be done. Weâ€™ve honored the traditions of the great British Pale brewers of Burton-on-Trent using our patented Firestone Union oak barrels. Youâ€™re left with a mild blend of vanilla and toasted oak flavor touched with an elegant hint of English noble hops. DBA is the flagship of our company and wildly popular.,North American Ale,American-Style Amber/Red Ale
Island Pale Ale (IPA),7.0,Coronado Brewing Company,Coronado,United States,32.6976,-117.17299999999999,Our Islander IPA is a powerful West Coast IPA. This beer bites back with an intense hoppy zing and high alcohol content. The Islander IPA is dry hopped with tons of Centennial & Chinook hops and its fruity aroma will win your approval.,North American Ale,American-Style India Pale Ale
Uptown Brown,5.565263157894736,Coronado Brewing Company,Coronado,United States,32.6976,-117.17299999999999,,North American Ale,American-Style Brown Ale
Mermaid Red,5.703333333333332,Coronado Brewing Company,Coronado,United States,32.6976,-117.17299999999999,,North American Ale,American-Style Amber/Red Ale
Four Brothers Pale Ale,5.529090909090908,Coronado Brewing Company,Coronado,United States,32.6976,-117.17299999999999,,North American Ale,American-Style Pale Ale
Dorado Double IPA,9.6,Ballast Point Brewing,San Diego,United States,32.7668,-117.195,,North American Ale,Imperial or Double India Pale Ale
Old Town Nut Brown,5.565263157894736,San Diego Brewing,San Diego,United States,32.7922,-117.09899999999999,,North American Ale,American-Style Brown Ale
Amber,5.703333333333332,San Diego Brewing,San Diego,United States,32.7922,-117.09899999999999,,North American Ale,American-Style Amber/Red Ale
Friars IPA,6.543030303030303,San Diego Brewing,San Diego,United States,32.7922,-117.09899999999999,,North American Ale,American-Style India Pale Ale
Levitation Ale,4.4,Stone Brewing Co.,Escondido,United States,33.1157,-117.12,,North American Ale,American-Style Amber/Red Ale
Imperial Stout 2003,9.4,Stone Brewing Co.,Escondido,United States,33.1157,-117.12,,North American Ale,American-Style Stout
Pure Hoppiness,8.0,Alpine Beer Company,Alpine,United States,32.8355,-116.765,"A West Coast Double IPA
So mega-hopped it will take you to hop heaven. Weâ€™ve used hops in the boil, more hops in the giant hopback, and added to that, an incredible amount of dry-hopping for that cutting-edge â€œhop bite.â€ Once youâ€™ve tasted this unique beer, all others pale in comparison. 1.072 OG Classified IBU 8%ABV",North American Ale,Imperial or Double India Pale Ale
Stone Pale Ale,5.4,Stone Brewing Co.,Escondido,United States,33.1157,-117.12,"Our flagship ale, Stone Pale Ale is our Southern California interpretation of the classic British pale ale style. Deep amber in color, Stone Pale Ale is robust and full flavored. A delicate hop aroma is complemented by a rich maltiness. This is an ale for those who have learned to appreciate distinctive flavor. Stone Pale Ale is great by itself, or with food that requires a beer of character.",North American Ale,American-Style Pale Ale
Oatmeal Stout,6.356694915254237,San Marcos Brewery & Grill,San Marcos,United States,33.1345,-117.191,,North American Ale,American-Style Stout
Pale Ale,5.529090909090908,San Marcos Brewery & Grill,San Marcos,United States,33.1345,-117.191,,North American Ale,American-Style Pale Ale
Amber Ale,5.703333333333332,San Marcos Brewery & Grill,San Marcos,United States,33.1345,-117.191,,North American Ale,American-Style Amber/Red Ale
X-Tra Pale,5.529090909090908,San Marcos Brewery & Grill,San Marcos,United States,33.1345,-117.191,,North American Ale,American-Style Pale Ale
Ding Ding Double IPA,6.543030303030303,Oggi's Pizza and Brewing - Vista,Vista,United States,33.2029,-117.255,,North American Ale,American-Style India Pale Ale
Irish Stout,6.356694915254237,Oggi's Pizza and Brewing - Vista,Vista,United States,33.2029,-117.255,,North American Ale,American-Style Stout
Torrey Pines IPA,6.8,Oggi's Pizza and Brewing - Vista,Vista,United States,33.2029,-117.255,,North American Ale,American-Style India Pale Ale
Sunset Amber Ale,5.0,Oggi's Pizza and Brewing - Vista,Vista,United States,33.2029,-117.255,,North American Ale,American-Style Amber/Red Ale
Paradise Pale Ale,4.8,Oggi's Pizza and Brewing - Vista,Vista,United States,33.2029,-117.255,,North American Ale,American-Style Pale Ale
Red Square,6.356694915254237,Port Brewing Company,San Marcos,United States,33.1406,-117.15,,North American Ale,American-Style Stout
Frank Double IPA,8.5,Port Brewing Company,San Marcos,United States,33.1406,-117.15,,North American Ale,American-Style India Pale Ale
Creamy Stout,6.356694915254237,Sports City Cafe & Brewery,La Jolla,United States,33.8575,-117.876,,North American Ale,American-Style Stout
Brown Ale,5.565263157894736,Sports City Cafe & Brewery,La Jolla,United States,33.8575,-117.876,,North American Ale,American-Style Brown Ale
India Pale Ale,5.529090909090908,Sports City Cafe & Brewery,La Jolla,United States,33.8575,-117.876,,North American Ale,American-Style Pale Ale
Pale Ale,5.529090909090908,Sports City Cafe & Brewery,La Jolla,United States,33.8575,-117.876,,North American Ale,American-Style Pale Ale
Red Ale,5.529090909090908,Sports City Cafe & Brewery,La Jolla,United States,33.8575,-117.876,,North American Ale,American-Style Pale Ale
Star of India Pale Ale,5.529090909090908,Karl Strauss Brewery Gardens - Sorrento Mesa,San Diego,United States,32.8969,-117.20100000000001,,North American Ale,American-Style Pale Ale
Downtown After Dark,12.0,Karl Strauss Brewery Gardens - Sorrento Mesa,San Diego,United States,32.8969,-117.20100000000001,,North American Ale,American-Style Brown Ale
Red Trolley Ale,5.703333333333332,Karl Strauss Brewery Gardens - Sorrento Mesa,San Diego,United States,32.8969,-117.20100000000001,,North American Ale,American-Style Amber/Red Ale
Sprecher Russian Imperial Stout,8.5,Sprecher Brewing,Glendale,United States,43.1,-87.9198,"Once brewed in Britain for the Russian Czars, this tremendously rich and thick ale uses a profusion of burnt and caramel malts. A massive mouthful of dark roasted malt and coffee flavors finishes with hints of chocolate, caramel & licorice.",North American Ale,American-Style Imperial Stout
